run_idx,known_users,unknown_users,overall_accuracy,balanced_accuracy,FRR,FAR,ROC_AUC,n_known_samples,n_unknown_samples,n_test_windows
198,user6;user10;user11,user2;user4;user8;user7,0.9142857142857143,0.9,0.1111111111111111,0.06666666666666667,0.9503703703703704,45,60,105
199,user6;user10;user12,user1;user11;user3;user2,0.9333333333333333,0.8833333333333334,0.15555555555555556,0.0,0.9718518518518519,45,60,105
200,user6;user11;user12,user10;user2;user3;user7,0.9619047619047619,0.9708333333333333,0.022222222222222223,0.05,0.9848148148148148,45,60,105
201,user7;user8;user9,user6;user1;user4;user5,0.7904761904761904,0.8833333333333333,0.044444444444444446,0.3333333333333333,0.7181481481481482,45,60,105
202,user7;user8;user10,user12;user6;user4;user1,0.9809523809523809,0.9666666666666667,0.044444444444444446,0.0,0.9996296296296295,45,60,105
203,user7;user8;user11,user9;user12;user10;user5,0.8666666666666667,0.8541666666666666,0.15555555555555556,0.11666666666666667,0.8581481481481481,45,60,105
204,user7;user8;user12,user3;user5;user4;user1,0.819047619047619,0.8583333333333333,0.1111111111111111,0.23333333333333334,0.8911111111111111,45,60,105
205,user7;user9;user10,user1;user8;user6;user3,0.47619047619047616,0.6833333333333332,0.044444444444444446,0.8,0.9092592592592592,45,60,105
206,user7;user9;user11,user10;user6;user1;user3,0.8380952380952381,0.8541666666666667,0.13333333333333333,0.18333333333333332,0.8770370370370371,45,60,105
207,user7;user9;user12,user8;user10;user6;user2,0.8761904761904762,0.9083333333333333,0.06666666666666667,0.16666666666666666,0.9307407407407408,45,60,105
208,user7;user10;user11,user5;user12;user9;user6,0.5904761904761905,0.7583333333333333,0.1111111111111111,0.6333333333333333,0.6662962962962963,45,60,105
209,user7;user10;user12,user8;user11;user2;user5,0.7142857142857143,0.8250000000000001,0.08888888888888889,0.43333333333333335,0.744074074074074,45,60,105
210,user7;user11;user12,user9;user8;user6;user5,0.8857142857142857,0.8,0.26666666666666666,0.0,1.0,45,60,105
211,user8;user9;user10,user1;user5;user11;user2,0.8095238095238095,0.8416666666666667,0.022222222222222223,0.23333333333333334,0.9318518518518519,45,60,105
212,user8;user9;user11,user12;user7;user4;user2,0.8952380952380953,0.8916666666666667,0.1111111111111111,0.1,0.9785185185185185,45,60,105
213,user8;user9;user12,user6;user5;user4;user11,0.7142857142857143,0.8500000000000001,0.044444444444444446,0.4666666666666667,0.7762962962962963,45,60,105
214,user8;user10;user11,user1;user6;user9;user7,0.7333333333333333,0.8708333333333333,0.022222222222222223,0.45,0.8455555555555554,45,60,105
215,user8;user10;user12,user9;user5;user4;user3,0.7047619047619048,0.8333333333333333,0.06666666666666667,0.4666666666666667,0.7144444444444444,45,60,105
216,user8;user11;user12,user6;user7;user1;user3,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.9781481481481482,45,60,105
217,user9;user10;user11,user2;user3;user5;user4,0.6857142857142857,0.775,0.06666666666666667,0.43333333333333335,0.9574074074074074,45,60,105
218,user9;user10;user12,user1;user2;user4;user5,0.6857142857142857,0.8,0.0,0.4666666666666667,0.894074074074074,45,60,105
219,user9;user11;user12,user4;user2;user10;user5,0.7619047619047619,0.8208333333333333,0.13333333333333333,0.31666666666666665,0.6392592592592592,45,60,105
220,user10;user11;user12,user7;user1;user2;user8,0.9047619047619048,0.9083333333333334,0.08888888888888889,0.1,0.9785185185185186,45,60,105
